occupancy,app_id,time_slot,day_num,power_consumption,micro_moments,
1,0,1,1,0,0
0,0,2,1,0,0
1,0,3,1,0,0
0,0,4,1,0,0
0,0,5,1,0,0
0,0,6,1,60,1
1,0,7,1,60,0
1,0,8,1,0,2
1,0,9,1,0,0
1,0,10,1,0,0
1,0,11,1,0,0
1,0,12,1,0,0
0,0,13,1,0,0
0,0,14,1,0,0
0,0,15,1,60,1
1,0,16,1,60,0
1,0,17,1,60,0
1,0,18,1,60,0
0,0,19,1,60,4
1,0,20,1,60,0
0,0,21,1,60,4
0,0,22,1,60,4
0,0,23,1,0,2
0,0,24,1,0,0
1,0,1,2,60,1
1,0,2,2,60,0
0,0,3,2,60,4
1,0,4,2,60,0
0,0,5,2,60,4
0,0,6,2,60,4
0,0,7,2,60,4
0,0,8,2,60,4
0,0,9,2,60,4
1,0,10,2,60,0
0,0,11,2,0,2
0,0,12,2,0,0
0,0,13,2,0,0
0,0,14,2,60,1
1,0,15,2,60,0
0,0,16,2,60,4
1,0,17,2,60,0
1,0,18,2,60,0
0,0,19,2,60,4
1,0,20,2,60,0
1,0,21,2,60,0
1,0,22,2,60,0
1,0,23,2,60,0
0,0,24,2,0,2
0,0,1,3,0,0
0,0,2,3,0,0
1,0,3,3,0,0
1,0,4,3,0,0
0,0,5,3,0,0
0,0,6,3,0,0
0,0,7,3,60,1
0,0,8,3,0,2
1,0,9,3,0,0
0,0,10,3,0,0
1,0,11,3,0,0
0,0,12,3,0,0
1,0,13,3,0,0
0,0,14,3,0,0
1,0,15,3,0,0
1,0,16,3,60,1
1,0,17,3,60,0
0,0,18,3,60,4
0,0,19,3,60,4
1,0,20,3,60,0
1,0,21,3,60,0
1,0,22,3,60,0
0,0,23,3,0,2
1,0,24,3,0,0
0,0,1,4,0,0
1,0,2,4,0,0
0,0,3,4,0,0
0,0,4,4,0,0
1,0,5,4,0,0
0,0,6,4,0,0
0,0,7,4,60,1
0,0,8,4,0,2
0,0,9,4,0,0
0,0,10,4,0,0
0,0,11,4,0,0
1,0,12,4,0,0
1,0,13,4,0,0
0,0,14,4,0,0
1,0,15,4,0,0
0,0,16,4,0,0
1,0,17,4,60,1
1,0,18,4,60,0
1,0,19,4,60,0
0,0,20,4,60,4
0,0,21,4,60,4
0,0,22,4,0,2
0,0,23,4,0,0
0,0,24,4,0,0
0,0,1,5,0,0
0,0,2,5,60,1
1,0,3,5,60,0
1,0,4,5,60,0
1,0,5,5,60,0
0,0,6,5,60,4
1,0,7,5,60,0
1,0,8,5,60,0
0,0,9,5,60,4
1,0,10,5,0,2
1,0,11,5,0,0
1,0,12,5,0,0
1,0,13,5,0,0
1,0,14,5,0,0
0,0,15,5,60,1
0,0,16,5,60,4
0,0,17,5,60,4
1,0,18,5,60,0
0,0,19,5,60,4
1,0,20,5,60,0
0,0,21,5,60,4
1,0,22,5,60,0
1,0,23,5,60,0
1,0,24,5,0,2
0,0,1,6,0,0
1,0,2,6,60,1
1,0,3,6,60,0
1,0,4,6,60,0
1,0,5,6,60,0
0,0,6,6,60,4
1,0,7,6,60,0
0,0,8,6,60,4
1,0,9,6,60,0
1,0,10,6,0,2
1,0,11,6,0,0
0,0,12,6,0,0
1,0,13,6,0,0
1,0,14,6,0,0
0,0,15,6,60,1
1,0,16,6,60,0
1,0,17,6,60,0
0,0,18,6,60,4
0,0,19,6,60,4
1,0,20,6,60,0
0,0,21,6,60,4
1,0,22,6,60,0
0,0,23,6,60,4
1,0,24,6,0,2
0,0,1,7,0,0
0,0,2,7,0,0
0,0,3,7,0,0
0,0,4,7,0,0
1,0,5,7,0,0
1,0,6,7,0,0
1,0,7,7,60,1
1,0,8,7,0,2
0,0,9,7,0,0
1,0,10,7,0,0
1,0,11,7,0,0
1,0,12,7,0,0
1,0,13,7,0,0
0,0,14,7,0,0
0,0,15,7,0,0
0,0,16,7,60,1
0,0,17,7,60,4
1,0,18,7,60,0
0,0,19,7,60,4
0,0,20,7,60,4
1,0,21,7,60,0
1,0,22,7,60,0
0,0,23,7,0,2
1,0,24,7,0,0
0,0,1,8,0,0
0,0,2,8,0,0
1,0,3,8,0,0
0,0,4,8,0,0
1,0,5,8,60,1
1,0,6,8,60,0
0,0,7,8,60,4
0,0,8,8,0,2
0,0,9,8,0,0
0,0,10,8,0,0
0,0,11,8,0,0
1,0,12,8,0,0
0,0,13,8,0,0
1,0,14,8,0,0
0,0,15,8,0,0
1,0,16,8,60,1
0,0,17,8,60,4
0,0,18,8,60,4
0,0,19,8,60,4
1,0,20,8,60,0
0,0,21,8,60,4
1,0,22,8,60,0
1,0,23,8,60,0
0,0,24,8,0,2
1,0,1,9,0,0
0,0,2,9,0,0
1,0,3,9,0,0
0,0,4,9,0,0
0,0,5,9,0,0
0,0,6,9,0,0
1,0,7,9,60,1
0,0,8,9,0,2
0,0,9,9,0,0
0,0,10,9,0,0
0,0,11,9,0,0
1,0,12,9,0,0
0,0,13,9,0,0
1,0,14,9,0,0
1,0,15,9,0,0
1,0,16,9,0,0
0,0,17,9,60,1
1,0,18,9,60,0
0,0,19,9,60,4
1,0,20,9,60,0
1,0,21,9,60,0
0,0,22,9,60,4
0,0,23,9,0,2
1,0,24,9,0,0
0,0,1,10,0,0
0,0,2,10,0,0
0,0,3,10,0,0
0,0,4,10,0,0
1,0,5,10,0,0
0,0,6,10,0,0
0,0,7,10,60,1
1,0,8,10,60,0
0,0,9,10,0,2
0,0,10,10,0,0
0,0,11,10,0,0
1,0,12,10,0,0
1,0,13,10,0,0
0,0,14,10,0,0
1,0,15,10,0,0
0,0,16,10,0,0
1,0,17,10,60,1
1,0,18,10,60,0
1,0,19,10,60,0
1,0,20,10,60,0
1,0,21,10,60,0
0,0,22,10,0,2
1,0,23,10,0,0
1,0,24,10,0,0
0,0,1,11,0,0
1,0,2,11,0,0
0,0,3,11,0,0
0,0,4,11,0,0
1,0,5,11,0,0
0,0,6,11,60,1
1,0,7,11,60,0
1,0,8,11,60,0
1,0,9,11,60,0
0,0,10,11,0,2
1,0,11,11,0,0
0,0,12,11,0,0
1,0,13,11,0,0
0,0,14,11,0,0
1,0,15,11,0,0
1,0,16,11,60,1
0,0,17,11,60,4
0,0,18,11,60,4
1,0,19,11,60,0
0,0,20,11,60,4
0,0,21,11,60,4
1,0,22,11,60,0
0,0,23,11,60,4
1,0,24,11,0,2
1,0,1,12,0,0
0,0,2,12,0,0
1,0,3,12,0,0
1,0,4,12,0,0
1,0,5,12,0,0
1,0,6,12,60,1
0,0,7,12,60,4
0,0,8,12,0,2
0,0,9,12,0,0
0,0,10,12,0,0
1,0,11,12,0,0
1,0,12,12,0,0
1,0,13,12,0,0
0,0,14,12,0,0
0,0,15,12,60,1
1,0,16,12,60,0
0,0,17,12,60,4
1,0,18,12,60,0
1,0,19,12,60,0
0,0,20,12,60,4
1,0,21,12,60,0
0,0,22,12,60,4
1,0,23,12,60,0
0,0,24,12,0,2
1,0,1,13,0,0
0,0,2,13,0,0
0,0,3,13,0,0
1,0,4,13,0,0
0,0,5,13,0,0
0,0,6,13,60,1
1,0,7,13,60,0
0,0,8,13,60,4
0,0,9,13,60,4
1,0,10,13,0,2
1,0,11,13,0,0
0,0,12,13,0,0
0,0,13,13,0,0
0,0,14,13,0,0
1,0,15,13,0,0
1,0,16,13,0,0
1,0,17,13,60,1
0,0,18,13,60,4
1,0,19,13,60,0
0,0,20,13,60,4
1,0,21,13,60,0
1,0,22,13,60,0
1,0,23,13,60,0
0,0,24,13,0,2
0,0,1,14,0,0
0,0,2,14,0,0
0,0,3,14,0,0
1,0,4,14,0,0
1,0,5,14,0,0
1,0,6,14,60,1
1,0,7,14,60,0
1,0,8,14,0,2
1,0,9,14,0,0
1,0,10,14,0,0
0,0,11,14,0,0
1,0,12,14,0,0
0,0,13,14,0,0
1,0,14,14,0,0
0,0,15,14,0,0
1,0,16,14,60,1
1,0,17,14,60,0
1,0,18,14,60,0
1,0,19,14,60,0
0,0,20,14,60,4
0,0,21,14,60,4
1,0,22,14,60,0
1,0,23,14,0,2
1,0,24,14,0,0
0,0,1,15,0,0
0,0,2,15,0,0
0,0,3,15,0,0
1,0,4,15,0,0
1,0,5,15,60,1
0,0,6,15,60,4
0,0,7,15,60,4
0,0,8,15,60,4
0,0,9,15,60,4
1,0,10,15,0,2
0,0,11,15,0,0
1,0,12,15,0,0
1,0,13,15,0,0
0,0,14,15,0,0
0,0,15,15,0,0
1,0,16,15,60,1
1,0,17,15,60,0
1,0,18,15,60,0
0,0,19,15,60,4
0,0,20,15,60,4
1,0,21,15,60,0
0,0,22,15,60,4
1,0,23,15,60,0
0,0,24,15,0,2
0,0,1,16,0,0
1,0,2,16,60,1
0,0,3,16,60,4
1,0,4,16,60,0
0,0,5,16,60,4
1,0,6,16,60,0
1,0,7,16,60,0
0,0,8,16,60,4
1,0,9,16,60,0
0,0,10,16,60,4
0,0,11,16,0,2
0,0,12,16,0,0
1,0,13,16,0,0
1,0,14,16,0,0
0,0,15,16,60,1
1,0,16,16,60,0
0,0,17,16,60,4
1,0,18,16,60,0
1,0,19,16,60,0
1,0,20,16,60,0
1,0,21,16,60,0
1,0,22,16,60,0
0,0,23,16,60,4
1,0,24,16,60,0
0,0,1,17,0,2
1,0,2,17,0,0
0,0,3,17,0,0
0,0,4,17,0,0
0,0,5,17,60,1
1,0,6,17,60,0
1,0,7,17,60,0
1,0,8,17,60,0
1,0,9,17,60,0
0,0,10,17,0,2
0,0,11,17,0,0
0,0,12,17,0,0
1,0,13,17,0,0
0,0,14,17,0,0
1,0,15,17,0,0
0,0,16,17,60,1
0,0,17,17,60,4
0,0,18,17,60,4
0,0,19,17,60,4
1,0,20,17,60,0
0,0,21,17,60,4
1,0,22,17,60,0
0,0,23,17,0,2
0,0,24,17,0,0
0,0,1,18,0,0
1,0,2,18,0,0
0,0,3,18,0,0
1,0,4,18,0,0
0,0,5,18,0,0
1,0,6,18,60,1
1,0,7,18,60,0
0,0,8,18,60,4
1,0,9,18,0,2
1,0,10,18,0,0
1,0,11,18,0,0
0,0,12,18,0,0
1,0,13,18,0,0
0,0,14,18,0,0
1,0,15,18,0,0
0,0,16,18,0,0
1,0,17,18,60,1
0,0,18,18,60,4
0,0,19,18,60,4
0,0,20,18,60,4
1,0,21,18,60,0
0,0,22,18,60,4
0,0,23,18,60,4
0,0,24,18,0,2
0,0,1,19,0,0
0,0,2,19,60,1
0,0,3,19,60,4
0,0,4,19,60,4
0,0,5,19,60,4
1,0,6,19,60,0
1,0,7,19,60,0
0,0,8,19,60,4
1,0,9,19,60,0
0,0,10,19,0,2
1,0,11,19,0,0
1,0,12,19,0,0
1,0,13,19,0,0
0,0,14,19,0,0
0,0,15,19,60,1
0,0,16,19,60,4
1,0,17,19,60,0
0,0,18,19,60,4
0,0,19,19,60,4
1,0,20,19,60,0
1,0,21,19,60,0
1,0,22,19,60,0
1,0,23,19,60,0
0,0,24,19,60,4
1,0,1,20,0,2
0,0,2,20,0,0
1,0,3,20,0,0
1,0,4,20,0,0
0,0,5,20,0,0
0,0,6,20,0,0
0,0,7,20,60,1
0,0,8,20,0,2
1,0,9,20,0,0
0,0,10,20,0,0
0,0,11,20,0,0
1,0,12,20,0,0
1,0,13,20,0,0
1,0,14,20,0,0
0,0,15,20,0,0
0,0,16,20,0,0
0,0,17,20,60,1
0,0,18,20,60,4
1,0,19,20,60,0
1,0,20,20,60,0
1,0,21,20,60,0
1,0,22,20,60,0
0,0,23,20,60,4
0,0,24,20,0,2
0,0,1,21,60,1
1,0,2,21,60,0
1,0,3,21,60,0
0,0,4,21,60,4
1,0,5,21,60,0
0,0,6,21,60,4
0,0,7,21,60,4
0,0,8,21,60,4
1,0,9,21,60,0
0,0,10,21,60,4
0,0,11,21,60,4
0,0,12,21,0,2
0,0,13,21,0,0
1,0,14,21,60,1
0,0,15,21,60,4
0,0,16,21,60,4
1,0,17,21,60,0
1,0,18,21,60,0
0,0,19,21,60,4
1,0,20,21,60,0
0,0,21,21,60,4
1,0,22,21,60,0
0,0,23,21,60,4
1,0,24,21,60,0
0,0,1,22,0,2
0,0,2,22,0,0
1,0,3,22,0,0
0,0,4,22,0,0
1,0,5,22,60,1
1,0,6,22,60,0
0,0,7,22,60,4
0,0,8,22,60,4
0,0,9,22,60,4
0,0,10,22,0,2
0,0,11,22,0,0
0,0,12,22,0,0
0,0,13,22,0,0
1,0,14,22,0,0
0,0,15,22,0,0
0,0,16,22,60,1
1,0,17,22,60,0
0,0,18,22,60,4
0,0,19,22,60,4
0,0,20,22,60,4
1,0,21,22,60,0
1,0,22,22,60,0
0,0,23,22,60,4
0,0,24,22,0,2
0,0,1,23,0,0
0,0,2,23,0,0
0,0,3,23,0,0
1,0,4,23,0,0
1,0,5,23,0,0
0,0,6,23,60,1
1,0,7,23,60,0
0,0,8,23,60,4
1,0,9,23,60,0
0,0,10,23,0,2
0,0,11,23,0,0
0,0,12,23,0,0
1,0,13,23,0,0
1,0,14,23,0,0
0,0,15,23,0,0
0,0,16,23,0,0
0,0,17,23,60,1
1,0,18,23,60,0
1,0,19,23,60,0
1,0,20,23,60,0
0,0,21,23,60,4
1,0,22,23,0,2
0,0,23,23,0,0
0,0,24,23,0,0
1,0,1,24,0,0
1,0,2,24,0,0
0,0,3,24,0,0
1,0,4,24,0,0
0,0,5,24,60,1
0,0,6,24,60,4
1,0,7,24,60,0
1,0,8,24,0,2
1,0,9,24,0,0
1,0,10,24,0,0
0,0,11,24,0,0
0,0,12,24,0,0
1,0,13,24,0,0
1,0,14,24,0,0
0,0,15,24,0,0
1,0,16,24,0,0
0,0,17,24,60,1
1,0,18,24,60,0
0,0,19,24,60,4
0,0,20,24,60,4
0,0,21,24,60,4
1,0,22,24,0,2
0,0,23,24,0,0
1,0,24,24,0,0
1,0,1,25,0,0
0,0,2,25,0,0
1,0,3,25,0,0
1,0,4,25,0,0
1,0,5,25,0,0
0,0,6,25,0,0
0,0,7,25,60,1
1,0,8,25,60,0
0,0,9,25,0,2
1,0,10,25,0,0
0,0,11,25,0,0
1,0,12,25,0,0
